name,slug,industry,sector,hq_city,hq_state,size,score,certified_date,bcorp_profile_url
Goods that Matter,goods-that-matter,Other retail sale,Wholesale/Retail,New Orleans,Louisiana,0,117.4,2023-09-10,https://www.bcorporation.net/en-us/find-a-b-corp/company/goods-that-matter/
LifeStraw,life-straw,Other retail sale,Wholesale/Retail,Baltimore,Maryland,50-249,108.3,2021-04-01,https://www.bcorporation.net/en-us/find-a-b-corp/company/life-straw/
MZ Wallace,mz-wallace,Other retail sale,Wholesale/Retail,New York,New York,10-49,98.9,2023-04-20,https://www.bcorporation.net/en-us/find-a-b-corp/company/mz-wallace/
Mila's Keeper,blue-dot-rising-inc-dba-milas-keeper,Other retail sale,Wholesale/Retail,Long Beach,California,0,113.5,2025-01-29,https://www.bcorporation.net/en-us/find-a-b-corp/company/blue-dot-rising-inc-dba-milas-keeper/
Only Natural Pet,only-natural-pet,Other retail sale,Wholesale/Retail,Boulder,Colorado,50-249,84.8,2019-01-22,https://www.bcorporation.net/en-us/find-a-b-corp/company/only-natural-pet/
PEAK DESIGN,peak-design,Other retail sale,Wholesale/Retail,SAN FRANCISCO,California,10-49,106.4,2019-12-22,https://www.bcorporation.net/en-us/find-a-b-corp/company/peak-design/
Packed with Purpose,packed-with-purpose,Other retail sale,Wholesale/Retail,,,1-9,90.8,2023-01-31,https://www.bcorporation.net/en-us/find-a-b-corp/company/packed-with-purpose/
Perpay Inc.,perpay-inc,Other retail sale,Wholesale/Retail,Philadelphia,Pennsylvania,50-249,116.9,2025-05-30,https://www.bcorporation.net/en-us/find-a-b-corp/company/perpay-inc/
ROAR,roar-good-llc,Other retail sale,Wholesale/Retail,Wayne,Pennsylvania,10-49,80.2,2016-12-11,https://www.bcorporation.net/en-us/find-a-b-corp/company/roar-good-llc/
Revino Inc.,revino-inc,Other retail sale,Wholesale/Retail,Newberg,Oregon,1-9,93.6,2025-09-07,https://www.bcorporation.net/en-us/find-a-b-corp/company/revino-inc/
Sijo,sijo,Other retail sale,Wholesale/Retail,New York,New York,1-9,80.4,2024-11-14,https://www.bcorporation.net/en-us/find-a-b-corp/company/sijo/
Solgaard Design Inc,solgaard-design-inc,Other retail sale,Wholesale/Retail,New York,New York,1-9,82,2023-01-08,https://www.bcorporation.net/en-us/find-a-b-corp/company/solgaard-design-inc/
TCK Enterprises trading as PUZZLES & Lewes Gourmet,tck-enterprises-trading-as-lewes-gourmet-puzzles,Other retail sale,Wholesale/Retail,,,1-9,82.1,2023-10-14,https://www.bcorporation.net/en-us/find-a-b-corp/company/tck-enterprises-trading-as-lewes-gourmet-puzzles/
Touchstone Essentials,touchstone-essentials,Other retail sale,Wholesale/Retail,Cary,North Carolina,10-49,89.4,2025-05-13,https://www.bcorporation.net/en-us/find-a-b-corp/company/touchstone-essentials/
"WAYB, Inc.",wayb-inc,Other retail sale,Wholesale/Retail,Wilmington,Delaware,10-49,92,2022-11-03,https://www.bcorporation.net/en-us/find-a-b-corp/company/wayb-inc/
Warby Parker,warby-parker,Other retail sale,Wholesale/Retail,New York,New York,250-999,98,2011-05-16,https://www.bcorporation.net/en-us/find-a-b-corp/company/warby-parker/
Welltayl,welltayl,Other retail sale,Wholesale/Retail,Brooklyn,New York,0,106.6,2025-05-19,https://www.bcorporation.net/en-us/find-a-b-corp/company/welltayl/
1338Tryon,1338tryon,Other/general wholesale trade,Wholesale/Retail,Portland,Oregon,1-9,81.2,2026-02-03,https://www.bcorporation.net/en-us/find-a-b-corp/company/1338tryon/
Better Earth,better-earth,Other/general wholesale trade,Wholesale/Retail,Clarkston,Georgia,10-49,84,2024-06-23,https://www.bcorporation.net/en-us/find-a-b-corp/company/better-earth/
Brand Fuel,brand-fuel,Other/general wholesale trade,Wholesale/Retail,Raleigh,North Carolina,10-49,93.1,2022-09-15,https://www.bcorporation.net/en-us/find-a-b-corp/company/brand-fuel/
Canary LLC (Canary Marketing),canary-llc-dba-canary-marketing,Other/general wholesale trade,Wholesale/Retail,San Ramon,California,50-249,83.7,2025-11-19,https://www.bcorporation.net/en-us/find-a-b-corp/company/canary-llc-dba-canary-marketing/
Causemedic,causemedic,Other/general wholesale trade,Wholesale/Retail,Knoxville,Tennessee,1-9,93.6,2025-09-30,https://www.bcorporation.net/en-us/find-a-b-corp/company/causemedic/
ChicoBag & To-Go Ware,chicobag-company,Other/general wholesale trade,Wholesale/Retail,Chico,California,10-49,131.5,2013-10-02,https://www.bcorporation.net/en-us/find-a-b-corp/company/chicobag-company/
ESG Luxury LLC,esg-luxury-llc,Other/general wholesale trade,Wholesale/Retail,Irvine,California,10-49,87.3,2026-07-26,https://www.bcorporation.net/en-us/find-a-b-corp/company/esg-luxury-llc/
"Earth Swag, The White Lotus Life LLC",the-white-lotus-life-llc,Other/general wholesale trade,Wholesale/Retail,Sammamish,Washington,0,80.7,2026-04-29,https://www.bcorporation.net/en-us/find-a-b-corp/company/the-white-lotus-life-llc/
Eco-Bags Products,eco-bags-products,Other/general wholesale trade,Wholesale/Retail,Briarcliff Manor,New York,1-9,91.7,2010-11-09,https://www.bcorporation.net/en-us/find-a-b-corp/company/eco-bags-products/
"Eco-Products, PBC",eco-products-inc,Other/general wholesale trade,Wholesale/Retail,Boulder,Colorado,50-249,80.9,2016-07-17,https://www.bcorporation.net/en-us/find-a-b-corp/company/eco-products-inc/
EcoPackables LLC,eco-packables-llc,Other/general wholesale trade,Wholesale/Retail,Cardiff,California,1-9,109.9,2023-12-11,https://www.bcorporation.net/en-us/find-a-b-corp/company/eco-packables-llc/
Ecosmith Recyclers Inc.,ecosmith-recyclers-inc,Other/general wholesale trade,Wholesale/Retail,New Boston,New Hampshire,10-49,92.9,2024-01-11,https://www.bcorporation.net/en-us/find-a-b-corp/company/ecosmith-recyclers-inc/
"Excel Packaging, Inc.",excel-packaging-inc,Other/general wholesale trade,Wholesale/Retail,Irvine,California,10-49,82.7,2020-11-18,https://www.bcorporation.net/en-us/find-a-b-corp/company/excel-packaging-inc/
Fire Lily Coffee,exilior-coffee,Other/general wholesale trade,Wholesale/Retail,Dundee,Oregon,0,100.1,2021-12-21,https://www.bcorporation.net/en-us/find-a-b-corp/company/exilior-coffee/
Food Huggers Inc,food-huggers-inc,Other/general wholesale trade,Wholesale/Retail,Pittsburgh,Pennsylvania,1-9,85.7,2023-02-19,https://www.bcorporation.net/en-us/find-a-b-corp/company/food-huggers-inc/
Good Start Packaging,good-start-packaging,Other/general wholesale trade,Wholesale/Retail,Bedford,New Hampshire,10-49,90.7,2023-05-07,https://www.bcorporation.net/en-us/find-a-b-corp/company/good-start-packaging/
HoldOn Bags,hold-on-bags,Other/general wholesale trade,Wholesale/Retail,Santa Monica,California,1-9,81.3,2024-01-17,https://www.bcorporation.net/en-us/find-a-b-corp/company/hold-on-bags/
"Leader Promotions, Inc.",leader-promotions-inc,Other/general wholesale trade,Wholesale/Retail,Columbus,Ohio,50-249,80.2,2023-10-18,https://www.bcorporation.net/en-us/find-a-b-corp/company/leader-promotions-inc/
Lotus Sustainables (Golden Eye Media USA Inc / Lotus Trolley Bag),golden-eye-media-usa-inc-dba-lotus-sustainables,Other/general wholesale trade,Wholesale/Retail,Carlsbad,California,1-9,85.6,2022-08-07,https://www.bcorporation.net/en-us/find-a-b-corp/company/golden-eye-media-usa-inc-dba-lotus-sustainables/
MaCher USA Inc,macher-usa,Other/general wholesale trade,Wholesale/Retail,,,10-49,141,2014-09-14,https://www.bcorporation.net/en-us/find-a-b-corp/company/macher-usa/
"Native Trails, Inc.",native-trails-inc,Other/general wholesale trade,Wholesale/Retail,San Luis Obispo,California,50-249,81.1,2019-01-08,https://www.bcorporation.net/en-us/find-a-b-corp/company/native-trails-inc/
Outpatch LLC,outpatch,Other/general wholesale trade,Wholesale/Retail,Denver,Colorado,1-9,95.1,2025-08-19,https://www.bcorporation.net/en-us/find-a-b-corp/company/outpatch/
P.L.A.Y. Pet Lifestyle and You Inc.,play-pet-lifestyle-and-you-inc,Other/general wholesale trade,Wholesale/Retail,San Francisco,California,10-49,81.4,2016-06-21,https://www.bcorporation.net/en-us/find-a-b-corp/company/play-pet-lifestyle-and-you-inc/
Red Cloud LLC,red-cloud-llc,Other/general wholesale trade,Wholesale/Retail,Los Angeles,California,1-9,87.4,2022-06-26,https://www.bcorporation.net/en-us/find-a-b-corp/company/red-cloud-llc/
Revolusation Inc DBA Bagito,bagito,Other/general wholesale trade,Wholesale/Retail,Santa Cruz,California,1-9,131.5,2019-03-07,https://www.bcorporation.net/en-us/find-a-b-corp/company/bagito/
"Rosy Soil, PBC",rosy-soil-pbc,Other/general wholesale trade,Wholesale/Retail,New York,New York,1-9,80.6,2024-07-08,https://www.bcorporation.net/en-us/find-a-b-corp/company/rosy-soil-pbc/
Skout's Honor,skouts-honor,Other/general wholesale trade,Wholesale/Retail,Oceanside,California,10-49,84.1,2026-01-19,https://www.bcorporation.net/en-us/find-a-b-corp/company/skouts-honor/
The Honest Kitchen,the-honest-kitchen,Other/general wholesale trade,Wholesale/Retail,San Diego,California,50-249,91.9,2022-08-29,https://www.bcorporation.net/en-us/find-a-b-corp/company/the-honest-kitchen/
The Promotions Dept,the-promotions-dept,Other/general wholesale trade,Wholesale/Retail,Torrance,California,10-49,93.6,2025-05-28,https://www.bcorporation.net/en-us/find-a-b-corp/company/the-promotions-dept/
World Centric,world-centric,Other/general wholesale trade,Wholesale/Retail,Rohnert Park,California,50-249,126.2,2010-12-02,https://www.bcorporation.net/en-us/find-a-b-corp/company/world-centric/
Alaska Glacial Essentials Skincare,alaska-glacial-mud-co,Personal care products,Wholesale/Retail,Cordova,Alaska,0,107.5,2014-03-30,https://www.bcorporation.net/en-us/find-a-b-corp/company/alaska-glacial-mud-co/
All Good,all-good-elemental-herbs,Personal care products,Wholesale/Retail,,,10-49,121.5,2009-12-02,https://www.bcorporation.net/en-us/find-a-b-corp/company/all-good-elemental-herbs/
Amika,amika,Personal care products,Wholesale/Retail,Brooklyn,New York,250-999,99.2,2023-03-12,https://www.bcorporation.net/en-us/find-a-b-corp/company/amika/
Arbonne,arbonne,Personal care products,Manufacturing,Irvine,California,250-999,121.4,2019-12-29,https://www.bcorporation.net/en-us/find-a-b-corp/company/arbonne/
"Attn: Grace, Inc",attn-grace-inc,Personal care products,Wholesale/Retail,Brookline,Massachusetts,1-9,102.8,2022-03-03,https://www.bcorporation.net/en-us/find-a-b-corp/company/attn-grace-inc/
Aveda Corporation,aveda-corporation,Personal care products,Manufacturing,Blaine,Minnesota,1000+,89.6,2023-01-12,https://www.bcorporation.net/en-us/find-a-b-corp/company/aveda-corporation/
"Azurous, Inc. dba Cabeau",azurous-inc-dba-cabeau,Personal care products,Wholesale/Retail,Woodland Hills,California,10-49,87.1,2024-02-04,https://www.bcorporation.net/en-us/find-a-b-corp/company/azurous-inc-dba-cabeau/
Bioforce USA,bioforce-usa,Personal care products,Wholesale/Retail,Ghent,New York,10-49,81.7,2024-06-28,https://www.bcorporation.net/en-us/find-a-b-corp/company/bioforce-usa/
Blue Beautifly,blue-beautifly-llc,Personal care products,Manufacturing,Oakland,California,1-9,94.6,2016-08-10,https://www.bcorporation.net/en-us/find-a-b-corp/company/blue-beautifly-llc/
California Naturals Inc.,california-naturals-inc,Personal care products,Wholesale/Retail,Beverly Hills,California,1-9,118.5,2024-03-11,https://www.bcorporation.net/en-us/find-a-b-corp/company/california-naturals-inc/
Cora,lyv-life-inc,Personal care products,Wholesale/Retail,San Rafael,California,10-49,106.2,2016-07-19,https://www.bcorporation.net/en-us/find-a-b-corp/company/lyv-life-inc/
Country Life LLC,country-life-llc,Personal care products,Manufacturing,Hauppauge,New York,50-249,84.7,2015-12-17,https://www.bcorporation.net/en-us/find-a-b-corp/company/country-life-llc/
DYPER Inc.,dyper-inc,Personal care products,Wholesale/Retail,Scottsdale,Arizona,10-49,96.9,2022-07-24,https://www.bcorporation.net/en-us/find-a-b-corp/company/dyper-inc/
Dental Lace Inc,dental-lace-inc,Personal care products,Wholesale/Retail,Cumberland,Maine,1-9,81.3,2024-05-07,https://www.bcorporation.net/en-us/find-a-b-corp/company/dental-lace-inc/
"Dr. Squatch, LLC",dr-squatch-llc,Personal care products,Manufacturing,Marina Del Rey,California,250-999,84.6,2023-04-09,https://www.bcorporation.net/en-us/find-a-b-corp/company/dr-squatch-llc/
EO Products,eo-products,Personal care products,Manufacturing,,,50-249,81.2,2011-09-12,https://www.bcorporation.net/en-us/find-a-b-corp/company/eo-products/
"Eco Lips, Inc.",eco-lips-inc,Personal care products,Manufacturing,Marion,Iowa,50-249,81.6,2013-03-24,https://www.bcorporation.net/en-us/find-a-b-corp/company/eco-lips-inc/
"Ecoslay, LLC",ecoslay,Personal care products,Manufacturing,Clarkston,Georgia,10-49,104,2025-03-24,https://www.bcorporation.net/en-us/find-a-b-corp/company/ecoslay/
Eleeo Brands,eleeo-brands,Personal care products,Wholesale/Retail,,,10-49,119.7,2020-12-02,https://www.bcorporation.net/en-us/find-a-b-corp/company/eleeo-brands/
Erbaviva,erbaviva,Personal care products,Manufacturing,Chatsworth,California,10-49,80,2010-10-27,https://www.bcorporation.net/en-us/find-a-b-corp/company/erbaviva/
Essential Oxygen,essential-oxygen,Personal care products,Wholesale/Retail,San Rafael,California,1-9,83.9,2023-05-11,https://www.bcorporation.net/en-us/find-a-b-corp/company/essential-oxygen/
Eva-NYC,eva-nyc,Personal care products,Wholesale/Retail,Brooklyn,New York,10-49,106.2,2023-03-12,https://www.bcorporation.net/en-us/find-a-b-corp/company/eva-nyc/
Every Man Jack,every-man-jack,Personal care products,Wholesale/Retail,Mill Valley,California,50-249,83.5,2023-04-30,https://www.bcorporation.net/en-us/find-a-b-corp/company/every-man-jack/
"Exponent Beauty, INC",exponent-beauty-i-n-c,Personal care products,Wholesale/Retail,San Francisco,California,1-9,80.9,2021-11-16,https://www.bcorporation.net/en-us/find-a-b-corp/company/exponent-beauty-i-n-c/
"GKCO Holdings, Inc",phlur,Personal care products,Manufacturing,Round Rock,Texas,50-249,81.2,2018-04-08,https://www.bcorporation.net/en-us/find-a-b-corp/company/phlur/
Good Clean Love,good-clean-love,Personal care products,Wholesale/Retail,Eugene,Oregon,10-49,84.8,2013-12-17,https://www.bcorporation.net/en-us/find-a-b-corp/company/good-clean-love/
Hyggelight LLC,hyggelight-llc,Personal care products,Manufacturing,Toledo,Ohio,1-9,82.3,2023-06-05,https://www.bcorporation.net/en-us/find-a-b-corp/company/hyggelight-llc/
Inesscents Aromatic Botanicals,inesscents-aromatic-botanicals,Personal care products,Manufacturing,Ashland,Oregon,10-49,87.8,2008-06-29,https://www.bcorporation.net/en-us/find-a-b-corp/company/inesscents-aromatic-botanicals/
Intelligent Nutrients,intelligent-nutrients,Personal care products,Wholesale/Retail,Minneapolis,Minnesota,10-49,80.9,2022-10-17,https://www.bcorporation.net/en-us/find-a-b-corp/company/intelligent-nutrients/
Island Mist,island-mist,Personal care products,Manufacturing,Block Island,Rhode Island,1-9,101,2025-03-03,https://www.bcorporation.net/en-us/find-a-b-corp/company/island-mist/
"Josie Maran Cosmetics, LLC",josie-maran-cosmetics,Personal care products,Wholesale/Retail,Los Angeles,California,50-249,96.3,2025-06-08,https://www.bcorporation.net/en-us/find-a-b-corp/company/josie-maran-cosmetics/
KAIBAE,kaibae,Personal care products,Wholesale/Retail,Santa Barbara,California,0,99,2022-02-21,https://www.bcorporation.net/en-us/find-a-b-corp/company/kaibae/
KOA+ROY LLC,koaroy-llc,Personal care products,Manufacturing,Chula Vista,California,0,122.3,2019-12-01,https://www.bcorporation.net/en-us/find-a-b-corp/company/koaroy-llc/
KYPRIS,k-y-p-r-i-s,Personal care products,Wholesale/Retail,Scottsdale,Arizona,1-9,93.7,2021-08-17,https://www.bcorporation.net/en-us/find-a-b-corp/company/k-y-p-r-i-s/
Kaylaan LLC,kaylaan,Personal care products,Manufacturing,Floral Park,New York,1-9,125.3,2022-01-27,https://www.bcorporation.net/en-us/find-a-b-corp/company/kaylaan/
"Krave Beauty, LLC",krave-beauty-llc,Personal care products,Wholesale/Retail,New York,New York,10-49,81.6,2024-04-11,https://www.bcorporation.net/en-us/find-a-b-corp/company/krave-beauty-llc/
Le Labo Holding LLC,le-labo-holding-l-l-c,Personal care products,Wholesale/Retail,Brooklyn,New York,50-249,101,2022-02-24,https://www.bcorporation.net/en-us/find-a-b-corp/company/le-labo-holding-l-l-c/
Love Bottle,love-bottle,Personal care products,Wholesale/Retail,Portland,Oregon,0,102.9,2016-07-17,https://www.bcorporation.net/en-us/find-a-b-corp/company/love-bottle/
Meow Meow Tweet LLC,meow-meow-tweet-llc,Personal care products,Manufacturing,Sacramento,California,1-9,92.2,2021-09-27,https://www.bcorporation.net/en-us/find-a-b-corp/company/meow-meow-tweet-llc/
Meraki Hair Wellness,meraki-hair-wellness,Personal care products,Manufacturing,Atlanta,Georgia,0,81.5,2026-03-25,https://www.bcorporation.net/en-us/find-a-b-corp/company/meraki-hair-wellness/
"Mickelberry Gardens, LLC",mickelberry-gardens-llc,Personal care products,Manufacturing,Portland,Oregon,10-49,81,2023-03-13,https://www.bcorporation.net/en-us/find-a-b-corp/company/mickelberry-gardens-llc/
Motherlove Herbal Company,motherlove-herbal-company,Personal care products,Manufacturing,Fort Collins,Colorado,10-49,97,2015-08-25,https://www.bcorporation.net/en-us/find-a-b-corp/company/motherlove-herbal-company/
"Murphy's Naturals, Inc",murphys-naturals-inc,Personal care products,Manufacturing,Raleigh,North Carolina,50-249,81,2015-06-28,https://www.bcorporation.net/en-us/find-a-b-corp/company/murphys-naturals-inc/
"Nantucket Spider, LLC",nantucket-spider-llc,Personal care products,Wholesale/Retail,Wilton,Connecticut,1-9,85.5,2023-07-16,https://www.bcorporation.net/en-us/find-a-b-corp/company/nantucket-spider-llc/
"Nécessaire, Inc.",necessaire-inc,Personal care products,Wholesale/Retail,Manhattan Beach,California,10-49,103.1,2022-09-25,https://www.bcorporation.net/en-us/find-a-b-corp/company/necessaire-inc/
Pearl Banyan Capital LLC,banyan-botanicals,Personal care products,Manufacturing,Ashland,Oregon,50-249,107.8,2019-05-16,https://www.bcorporation.net/en-us/find-a-b-corp/company/banyan-botanicals/
Plaine Products,plaine-products,Personal care products,Wholesale/Retail,Cincinnati,Ohio,1-9,100.2,2018-01-23,https://www.bcorporation.net/en-us/find-a-b-corp/company/plaine-products/
Plant People,plant-people,Personal care products,Wholesale/Retail,Austin,Texas,1-9,88,2021-01-04,https://www.bcorporation.net/en-us/find-a-b-corp/company/plant-people/
Preserve,preserve,Personal care products,Wholesale/Retail,,,1-9,103.9,2011-10-18,https://www.bcorporation.net/en-us/find-a-b-corp/company/preserve/
Project Reef,project-reef,Personal care products,Wholesale/Retail,Kihei,Hawaii,1-9,97.6,2023-01-22,https://www.bcorporation.net/en-us/find-a-b-corp/company/project-reef/
Prose,prose,Personal care products,Manufacturing,Brooklyn,New York,250-999,90.7,2019-09-10,https://www.bcorporation.net/en-us/find-a-b-corp/company/prose/
QLE,q-l-e,Personal care products,Wholesale/Retail,Atlanta,Georgia,1-9,129.7,2022-08-18,https://www.bcorporation.net/en-us/find-a-b-corp/company/q-l-e/
Ritual,ritual,Personal care products,Wholesale/Retail,Los Angeles,California,50-249,104.2,2022-05-13,https://www.bcorporation.net/en-us/find-a-b-corp/company/ritual/
"Rose Code, Inc.",rose-code-inc,Personal care products,Wholesale/Retail,Wilmington,Delaware,0,84,2025-09-25,https://www.bcorporation.net/en-us/find-a-b-corp/company/rose-code-inc/
"SEA K ORGANICS, LLC",sea-k-organics-llc,Personal care products,Wholesale/Retail,Santa Monica,California,1-9,113.7,2026-01-25,https://www.bcorporation.net/en-us/find-a-b-corp/company/sea-k-organics-llc/
SITCH,sitch,Personal care products,Wholesale/Retail,San Diego,California,0,80.4,2025-04-16,https://www.bcorporation.net/en-us/find-a-b-corp/company/sitch/
"Saalt, LLC",saalt-llc,Personal care products,Wholesale/Retail,Boise,Idaho,10-49,85.8,2019-06-13,https://www.bcorporation.net/en-us/find-a-b-corp/company/saalt-llc/
Sea Witch Botanicals,sea-witch-botanicals,Personal care products,Manufacturing,BELLINGHAM,Washington,1-9,89.9,2018-08-26,https://www.bcorporation.net/en-us/find-a-b-corp/company/sea-witch-botanicals/
Shielded Beauty,shielded-beauty,Personal care products,Wholesale/Retail,Newport Beach,California,1-9,82.9,2024-09-23,https://www.bcorporation.net/en-us/find-a-b-corp/company/shielded-beauty/
Soapbox,soapbox-soaps,Personal care products,Wholesale/Retail,Washington,District of Columbia,1-9,113,2015-03-02,https://www.bcorporation.net/en-us/find-a-b-corp/company/soapbox-soaps/
Spinster Sisters,spinster-sisters,Personal care products,Manufacturing,Golden,Colorado,10-49,80.2,2022-03-29,https://www.bcorporation.net/en-us/find-a-b-corp/company/spinster-sisters/
Studio FSR,studio-fsr,Personal care products,Manufacturing,Fargo,North Dakota,1-9,90.8,2025-07-07,https://www.bcorporation.net/en-us/find-a-b-corp/company/studio-fsr/
Sunday Riley,sunday-riley,Personal care products,Wholesale/Retail,Houston,Texas,50-249,92.1,2020-08-27,https://www.bcorporation.net/en-us/find-a-b-corp/company/sunday-riley/
"Sundial Brands, LLC (SheaMoisture and Nubian Heritage)",sundial-brands-llc,Personal care products,Manufacturing,Amityville,New York,250-999,95.8,2015-04-16,https://www.bcorporation.net/en-us/find-a-b-corp/company/sundial-brands-llc/
Synergy Products,synergy-products,Personal care products,Wholesale/Retail,Chicago,Illinois,0,82.6,2021-12-14,https://www.bcorporation.net/en-us/find-a-b-corp/company/synergy-products/
THE FULLEST,the-fullest,Personal care products,Wholesale/Retail,Laguna Beach,California,1-9,96.9,2022-07-27,https://www.bcorporation.net/en-us/find-a-b-corp/company/the-fullest/
"The Human Beauty Movement, PBC",the-human-beauty-movement-pbc,Personal care products,Wholesale/Retail,Woodland Hills,California,0,131.3,2020-07-21,https://www.bcorporation.net/en-us/find-a-b-corp/company/the-human-beauty-movement-pbc/
The Kind Lab PBC DBA Bite Toothpaste Bits,the-kind-lab-pbc-dba-bite-toothpaste-bits,Personal care products,Wholesale/Retail,,,1-9,87.8,2022-09-19,https://www.bcorporation.net/en-us/find-a-b-corp/company/the-kind-lab-pbc-dba-bite-toothpaste-bits/
"The Refill Shoppe, Inc.",the-refill-shoppe,Personal care products,Wholesale/Retail,Ventura,California,1-9,114.9,2015-04-16,https://www.bcorporation.net/en-us/find-a-b-corp/company/the-refill-shoppe/
The Vervain Collective LLC,the-vervain-collective-llc,Personal care products,Manufacturing,Garden City,Idaho,1-9,97.7,2023-01-19,https://www.bcorporation.net/en-us/find-a-b-corp/company/the-vervain-collective-llc/
Tom's of Maine,toms-of-maine,Personal care products,Manufacturing,Kennebunk,Maine,50-249,86.5,2019-03-05,https://www.bcorporation.net/en-us/find-a-b-corp/company/toms-of-maine/
Treve Health LLC,treve-health-llc,Personal care products,Manufacturing,Bainbridge Island,Washington,0,,,https://www.bcorporation.net/en-us/find-a-b-corp/company/treve-health-llc/
"True Botanicals, Inc",true-botanicals-inc,Personal care products,Wholesale/Retail,Mill Valley,California,10-49,89.9,2025-12-03,https://www.bcorporation.net/en-us/find-a-b-corp/company/true-botanicals-inc/
"Ursa Major Natural Care, Inc.",ursa-major,Personal care products,Wholesale/Retail,Waterbury,Vermont,10-49,96.6,2020-07-19,https://www.bcorporation.net/en-us/find-a-b-corp/company/ursa-major/
Vintner's Daughter,vintners-daughter,Personal care products,Wholesale/Retail,San Francisco,California,10-49,113,2022-09-25,https://www.bcorporation.net/en-us/find-a-b-corp/company/vintners-daughter/
"W.S. Badger Co, Inc.",ws-badger-co-inc,Personal care products,Manufacturing,Gilsum,New Hampshire,50-249,144,2011-02-21,https://www.bcorporation.net/en-us/find-a-b-corp/company/ws-badger-co-inc/
Wellnesse PBC,wellnesse-p-b-c,Personal care products,Wholesale/Retail,Santa Rosa Beach,Florida,1-9,88.7,2021-05-04,https://www.bcorporation.net/en-us/find-a-b-corp/company/wellnesse-p-b-c/
"YareSafo Hair, LLC (DBA Safo Hair)",yare-safo-hair-llc-dba-safo-hair,Personal care products,Wholesale/Retail,Boston,Massachusetts,0,105.4,2025-10-21,https://www.bcorporation.net/en-us/find-a-b-corp/company/yare-safo-hair-llc-dba-safo-hair/
"Your Very Best, LLC",your-very-best,Personal care products,Manufacturing,Miami,Florida,1-9,107.7,2026-01-11,https://www.bcorporation.net/en-us/find-a-b-corp/company/your-very-best/
stubble + 'stache,tubble-stache,Personal care products,Wholesale/Retail,Washington,District of Columbia,0,106,2021-01-03,https://www.bcorporation.net/en-us/find-a-b-corp/company/tubble-stache/
Print & Pack LLC,print-pack-llc,Printing & recorded media,Manufacturing,Henderson,Nevada,0,89.3,2025-08-20,https://www.bcorporation.net/en-us/find-a-b-corp/company/print-pack-llc/
Real Thread,real-thread,Printing & recorded media,Manufacturing,Orlando,Florida,50-249,80.9,2025-08-20,https://www.bcorporation.net/en-us/find-a-b-corp/company/real-thread/
Swift Printing Co.,swift-printing-and-commuications-inc,Printing & recorded media,Manufacturing,Grand Rapids,Michigan,10-49,81.1,2017-10-31,https://www.bcorporation.net/en-us/find-a-b-corp/company/swift-printing-and-commuications-inc/
Comet Skateboards,comet-skateboards,Sports goods,Manufacturing,Bristol,Rhode Island,0,89.4,2008-06-29,https://www.bcorporation.net/en-us/find-a-b-corp/company/comet-skateboards/
Fishpond Inc.,fishpond-inc,Sports goods,Wholesale/Retail,Denver,Colorado,10-49,86.4,2015-07-14,https://www.bcorporation.net/en-us/find-a-b-corp/company/fishpond-inc/
GreenGear Supply Company Inc.,green-gear-supply-company-inc,Sports goods,Wholesale/Retail,Albertson,New York,0,92.9,2023-11-28,https://www.bcorporation.net/en-us/find-a-b-corp/company/green-gear-supply-company-inc/
Icelantic Skis LLC,icelantic-skis-llc,Sports goods,Wholesale/Retail,Golden,Colorado,10-49,85.9,2022-07-24,https://www.bcorporation.net/en-us/find-a-b-corp/company/icelantic-skis-llc/
Kane Footwear LLC,kane-footwear-llc,Sports goods,Wholesale/Retail,Westport,Connecticut,1-9,84.3,2022-11-09,https://www.bcorporation.net/en-us/find-a-b-corp/company/kane-footwear-llc/
Klean Kanteen,klean-kanteen,Sports goods,Wholesale/Retail,Chico,California,50-249,110.9,2012-09-05,https://www.bcorporation.net/en-us/find-a-b-corp/company/klean-kanteen/
Mayfly Outdoors,mayfly-outdoors,Sports goods,Manufacturing,Montrose,Colorado,50-249,101.6,2018-06-03,https://www.bcorporation.net/en-us/find-a-b-corp/company/mayfly-outdoors/
MiiR,miir-inc,Sports goods,Wholesale/Retail,Seattle,Washington,50-249,95.5,2014-03-25,https://www.bcorporation.net/en-us/find-a-b-corp/company/miir-inc/
Minimal Gear LLC,cnoc-outdoors,Sports goods,Wholesale/Retail,Portland,Oregon,1-9,97.4,2021-06-01,https://www.bcorporation.net/en-us/find-a-b-corp/company/cnoc-outdoors/
"Pyzel Surfboards, LLC",pyzel-surfboards-llc,Sports goods,Manufacturing,Waialua,California,10-49,81.8,2023-03-02,https://www.bcorporation.net/en-us/find-a-b-corp/company/pyzel-surfboards-llc/
"Quality Bicycle Products, General Benefit Corporation",quality-bicycle-products-general-benefit-corporation,Sports goods,Wholesale/Retail,Bloomington,Minnesota,250-999,83.4,2021-03-28,https://www.bcorporation.net/en-us/find-a-b-corp/company/quality-bicycle-products-general-benefit-corporation/
Roads Rivers and Trails,roads-rivers-and-trails,Sports goods,Wholesale/Retail,Milford,Ohio,10-49,80.7,2025-04-28,https://www.bcorporation.net/en-us/find-a-b-corp/company/roads-rivers-and-trails/
The Burton Corporation,burton,Sports goods,Wholesale/Retail,,,250-999,93.3,2019-10-06,https://www.bcorporation.net/en-us/find-a-b-corp/company/burton/
