name,slug,industry,sector,hq_city,hq_state,size,score,certified_date,bcorp_profile_url
FAST PENNY SPIRITS,fast-penny-spirits,Beverages,Manufacturing,Seattle,Washington,1-9,102.1,2022-02-22,https://www.bcorporation.net/en-us/find-a-b-corp/company/fast-penny-spirits/
Future Proof Brands,beat-box-beverages,Beverages,Wholesale/Retail,Austin,Texas,50-249,83.6,2023-06-20,https://www.bcorporation.net/en-us/find-a-b-corp/company/beat-box-beverages/
Granny Squibb’s Organic Iced Tea,granny-squibbs-organic-iced-tea,Beverages,Wholesale/Retail,Westerly,Rhode Island,0,127.6,2023-04-24,https://www.bcorporation.net/en-us/find-a-b-corp/company/granny-squibbs-organic-iced-tea/
Grounds for Change,grounds-change,Beverages,Manufacturing,Poulsbo,Washington,1-9,99.6,2010-09-29,https://www.bcorporation.net/en-us/find-a-b-corp/company/grounds-change/
Guayaki Yerba Mate SPC,guayaki-sustainable-rainforest-products,Beverages,Wholesale/Retail,Sebastopol,California,250-999,110.3,2011-03-24,https://www.bcorporation.net/en-us/find-a-b-corp/company/guayaki-sustainable-rainforest-products/
Harmless Harvest,harmless-harvest,Beverages,Wholesale/Retail,Oakland,California,250-999,110.8,2024-12-15,https://www.bcorporation.net/en-us/find-a-b-corp/company/harmless-harvest/
Holistic Spirits Company,holistic-spirits-company,Beverages,Wholesale/Retail,Beltsville,Maryland,1-9,85.6,2024-11-13,https://www.bcorporation.net/en-us/find-a-b-corp/company/holistic-spirits-company/
Hopworks Brewery,hopworks-urban-brewery,Beverages,Manufacturing,Portland,Oregon,50-249,92.4,2015-02-20,https://www.bcorporation.net/en-us/find-a-b-corp/company/hopworks-urban-brewery/
"Inspiro Tequila, LLC",inspiro-tequila-llc,Beverages,Wholesale/Retail,Northbrook,Illinois,1-9,99,2023-08-08,https://www.bcorporation.net/en-us/find-a-b-corp/company/inspiro-tequila-llc/
"JUST Goods, Inc.",just-goods-inc,Beverages,Manufacturing,Queensbury,New York,10-49,82,2017-12-07,https://www.bcorporation.net/en-us/find-a-b-corp/company/just-goods-inc/
"Just Made Foods, LLC",just-made-foods-llc,Beverages,Manufacturing,Houston,Texas,1-9,101.8,2019-09-10,https://www.bcorporation.net/en-us/find-a-b-corp/company/just-made-foods-llc/
"Lakefront Brewery, Inc.",lakefront-brewery-inc,Beverages,Manufacturing,Milwaukee,Wisconsin,50-249,81.5,2020-03-10,https://www.bcorporation.net/en-us/find-a-b-corp/company/lakefront-brewery-inc/
Lawson's Finest Liquids,lawsons-finest-liquids,Beverages,Manufacturing,Waitsfield,Vermont,50-249,91.1,2023-05-03,https://www.bcorporation.net/en-us/find-a-b-corp/company/lawsons-finest-liquids/
Legend Imports,legend-imports,Beverages,Wholesale/Retail,Nashville,Tennessee,0,88.7,2025-06-23,https://www.bcorporation.net/en-us/find-a-b-corp/company/legend-imports/
Liability Brewing Company,liability-brewing-company,Beverages,Manufacturing,Greenville,South Carolina,10-49,86.9,2022-05-26,https://www.bcorporation.net/en-us/find-a-b-corp/company/liability-brewing-company/
Linea Caffe,linea-caffe,Beverages,Manufacturing,San Francisco,California,10-49,84.5,2023-04-05,https://www.bcorporation.net/en-us/find-a-b-corp/company/linea-caffe/
Lost Grove Brewing,lost-grove-brewing,Beverages,Manufacturing,Boise,Idaho,10-49,81.6,2021-12-21,https://www.bcorporation.net/en-us/find-a-b-corp/company/lost-grove-brewing/
MXCO Polanco LLC,mxco-polanco-llc,Beverages,Wholesale/Retail,Gardena,California,0,103.7,2025-03-24,https://www.bcorporation.net/en-us/find-a-b-corp/company/mxco-polanco-llc/
"MadTree Brewing,  LLC",mad-tree-brewing-llc,Beverages,Manufacturing,Cincinnati,Ohio,50-249,83.5,2023-10-29,https://www.bcorporation.net/en-us/find-a-b-corp/company/mad-tree-brewing-llc/
Mainstem Malt,mainstem-malt-spc,Beverages,Wholesale/Retail,Walla Walla,Washington,1-9,81.5,2019-09-05,https://www.bcorporation.net/en-us/find-a-b-corp/company/mainstem-malt-spc/
Maker's Mark Distillery,makers-mark-distillery,Beverages,Manufacturing,Loretto,Kentucky,250-999,87.2,2021-12-19,https://www.bcorporation.net/en-us/find-a-b-corp/company/makers-mark-distillery/
Mamma Chia,mamma-chia,Beverages,Wholesale/Retail,Carlsbad,California,1-9,101.1,2010-05-31,https://www.bcorporation.net/en-us/find-a-b-corp/company/mamma-chia/
Metric,metric-coffee,Beverages,Manufacturing,Chicago,Illinois,10-49,83.1,2022-10-31,https://www.bcorporation.net/en-us/find-a-b-corp/company/metric-coffee/
Montanya Distillers LLC,montanya-distillers-llc,Beverages,Manufacturing,Crested Butte,Colorado,1-9,87.4,2018-10-30,https://www.bcorporation.net/en-us/find-a-b-corp/company/montanya-distillers-llc/
More Life Liquid LLC.,more-life-liquid-llc,Beverages,Manufacturing,Bonita,California,0,83.2,2025-04-10,https://www.bcorporation.net/en-us/find-a-b-corp/company/more-life-liquid-llc/
Mother Kombucha,mother-kombucha,Beverages,Manufacturing,St. Petersburg,Florida,10-49,94.4,2022-08-24,https://www.bcorporation.net/en-us/find-a-b-corp/company/mother-kombucha/
"New Belgium Brewing Co, Inc.",new-belgium-brewing-co-inc,Beverages,Manufacturing,Fort Collins,Colorado,1000+,106.4,2013-01-02,https://www.bcorporation.net/en-us/find-a-b-corp/company/new-belgium-brewing-co-inc/
"North Coast Brewing Co., Inc.",north-coast-brewing-co-inc,Beverages,Manufacturing,Fort Bragg,California,50-249,83,2015-09-08,https://www.bcorporation.net/en-us/find-a-b-corp/company/north-coast-brewing-co-inc/
Numi,numi-organic-tea,Beverages,Wholesale/Retail,Oakland,California,10-49,120.3,2007-12-30,https://www.bcorporation.net/en-us/find-a-b-corp/company/numi-organic-tea/
Nuun,nuun,Beverages,Wholesale/Retail,Seattle,Washington,1-9,86.4,2021-10-27,https://www.bcorporation.net/en-us/find-a-b-corp/company/nuun/
O'Neill Vintners & Distillers,oneill-vintners-distillers,Beverages,Manufacturing,Parlier,California,250-999,114.6,2022-05-15,https://www.bcorporation.net/en-us/find-a-b-corp/company/oneill-vintners-distillers/
OLIPOP,olipop,Beverages,Wholesale/Retail,,,50-249,91,2023-07-11,https://www.bcorporation.net/en-us/find-a-b-corp/company/olipop/
Olympia Coffee,olympia-coffee,Beverages,Manufacturing,Olympia,Washington,50-249,90.9,2019-03-07,https://www.bcorporation.net/en-us/find-a-b-corp/company/olympia-coffee/
Open Water,open-water,Beverages,Wholesale/Retail,Chicago,Illinois,10-49,80.1,2025-10-06,https://www.bcorporation.net/en-us/find-a-b-corp/company/open-water/
Orange Bike Brewing Company,orange-bike-brewing-company,Beverages,Manufacturing,Portland,Maine,10-49,89.6,2026-07-12,https://www.bcorporation.net/en-us/find-a-b-corp/company/orange-bike-brewing-company/
Proud Source Water,proud-source-water,Beverages,Manufacturing,Boise,Idaho,50-249,80.5,2019-07-29,https://www.bcorporation.net/en-us/find-a-b-corp/company/proud-source-water/
Pure Madness Brewery Group,roadhouse-brewing-company-llc,Beverages,Manufacturing,JACKSON HOLE,Wyoming,50-249,110.3,2018-06-28,https://www.bcorporation.net/en-us/find-a-b-corp/company/roadhouse-brewing-company-llc/
ROCKIN' CAT Organic Coffee & Tea,rockin-cat,Beverages,Wholesale/Retail,Pittsburgh,Pennsylvania,1-9,118.1,2021-10-28,https://www.bcorporation.net/en-us/find-a-b-corp/company/rockin-cat/
"Rare Earth Group, INC (DBA: Fraser Tea)",rare-earth-group-inc-dba-fraser-tea,Beverages,Manufacturing,Livonia,Michigan,1-9,109.3,2023-06-20,https://www.bcorporation.net/en-us/find-a-b-corp/company/rare-earth-group-inc-dba-fraser-tea/
Red Bay Coffee,red-bay-coffee,Beverages,Manufacturing,Oakland,California,10-49,93.3,2019-09-08,https://www.bcorporation.net/en-us/find-a-b-corp/company/red-bay-coffee/
SUYO Pisco,unidos-imports-llc,Beverages,Wholesale/Retail,,,0,83.8,2025-04-30,https://www.bcorporation.net/en-us/find-a-b-corp/company/unidos-imports-llc/
Sachai Tea Benefit Corp,sachai-tea-benefit-corp,Beverages,Manufacturing,Birmingham,Alabama,1-9,105.1,2023-09-17,https://www.bcorporation.net/en-us/find-a-b-corp/company/sachai-tea-benefit-corp/
Siponey,siponey,Beverages,Wholesale/Retail,Eastport,New York,0,112,2022-06-08,https://www.bcorporation.net/en-us/find-a-b-corp/company/siponey/
"So Good Brand, Inc. DBA So Good So You",so-good-so-you,Beverages,Manufacturing,Minneapolis,Minnesota,50-249,111.8,2023-01-23,https://www.bcorporation.net/en-us/find-a-b-corp/company/so-good-so-you/
SomethingElse,something-else,Beverages,Wholesale/Retail,Portola Valley,California,0,80.6,2025-06-09,https://www.bcorporation.net/en-us/find-a-b-corp/company/something-else/
Steeped Coffee,steeped-coffee,Beverages,Manufacturing,Scotts Valley,California,10-49,92.6,2019-08-11,https://www.bcorporation.net/en-us/find-a-b-corp/company/steeped-coffee/
Stone Creek Coffee,stone-creek-coffee,Beverages,Manufacturing,Milwaukee,Wisconsin,50-249,92.7,2022-01-03,https://www.bcorporation.net/en-us/find-a-b-corp/company/stone-creek-coffee/
Straightaway Cocktails,straightaway-cocktails,Beverages,Manufacturing,Portland,Oregon,10-49,86.2,2024-04-22,https://www.bcorporation.net/en-us/find-a-b-corp/company/straightaway-cocktails/
The Alchemist,the-alchemist,Beverages,Manufacturing,Stowe,Vermont,10-49,100.7,2017-08-16,https://www.bcorporation.net/en-us/find-a-b-corp/company/the-alchemist/
The Grain Shed,the-grain-shed,Beverages,Manufacturing,Spokane,Washington,10-49,97.8,2022-07-17,https://www.bcorporation.net/en-us/find-a-b-corp/company/the-grain-shed/
The Tea Spot PBC,the-tea-spot-pbc,Beverages,Wholesale/Retail,Louisville,Colorado,10-49,98.7,2011-08-21,https://www.bcorporation.net/en-us/find-a-b-corp/company/the-tea-spot-pbc/
The Vita Coco Company,the-vita-coco-company,Beverages,Wholesale/Retail,New York,New York,250-999,100.9,2021-12-21,https://www.bcorporation.net/en-us/find-a-b-corp/company/the-vita-coco-company/
Traditional Medicinals,traditional-medicinals,Beverages,Manufacturing,Sebastopol,California,50-249,138.3,2010-08-04,https://www.bcorporation.net/en-us/find-a-b-corp/company/traditional-medicinals/
Triple Bottom Brewing,triple-bottom-brewing,Beverages,Manufacturing,Philadelphia,Pennsylvania,10-49,83.6,2021-04-07,https://www.bcorporation.net/en-us/find-a-b-corp/company/triple-bottom-brewing/
Upslope Brewing Company,upslope-brewing-company,Beverages,Manufacturing,,,10-49,83.8,2018-04-26,https://www.bcorporation.net/en-us/find-a-b-corp/company/upslope-brewing-company/
"Waiakea, Inc",waiakea-inc,Beverages,Manufacturing,Hilo,Hawaii,50-249,126.6,2025-06-26,https://www.bcorporation.net/en-us/find-a-b-corp/company/waiakea-inc/
Westland Distillery,the-westland-distillery-co-ltd,Beverages,Manufacturing,Seattle,Washington,10-49,103.1,2024-01-31,https://www.bcorporation.net/en-us/find-a-b-corp/company/the-westland-distillery-co-ltd/
White Mountain Chaga LLC,peak-state,Beverages,Manufacturing,Boulder,Colorado,0,121.2,2025-06-16,https://www.bcorporation.net/en-us/find-a-b-corp/company/peak-state/
ZYN,zyn,Beverages,Wholesale/Retail,Milwaukee,Wisconsin,1-9,102.1,2018-10-17,https://www.bcorporation.net/en-us/find-a-b-corp/company/zyn/
Zevia PBC,zevia,Beverages,Wholesale/Retail,,,50-249,88.1,2021-06-14,https://www.bcorporation.net/en-us/find-a-b-corp/company/zevia/
eightbillion.com LLC,eight-billion-stories-ltd,Beverages,Wholesale/Retail,Seattle,Washington,1-9,94.2,2024-01-02,https://www.bcorporation.net/en-us/find-a-b-corp/company/eight-billion-stories-ltd/
All Good Books LLC,all-good-books-llc,Books or other media,Wholesale/Retail,Columbia,South Carolina,1-9,80.5,2026-02-01,https://www.bcorporation.net/en-us/find-a-b-corp/company/all-good-books-llc/
Better World Books,better-world-books,Books or other media,Wholesale/Retail,Mishawaka,Indiana,250-999,122.7,2008-06-29,https://www.bcorporation.net/en-us/find-a-b-corp/company/better-world-books/
Build It Boldly LLC,build-it-boldly-llc,Books or other media,Wholesale/Retail,New Castle,Delaware,0,95.1,2026-04-07,https://www.bcorporation.net/en-us/find-a-b-corp/company/build-it-boldly-llc/
"Gibbs M. Smith, Inc.",gibbs-m-smith-inc,Books or other media,Wholesale/Retail,Kaysville,Utah,50-249,108,2023-02-03,https://www.bcorporation.net/en-us/find-a-b-corp/company/gibbs-m-smith-inc/
Instructional Coaching Group,instructional-coaching-group,Books or other media,Wholesale/Retail,North Loup,Nebraska,10-49,83.9,2023-05-02,https://www.bcorporation.net/en-us/find-a-b-corp/company/instructional-coaching-group/
Blueland,one-home-brands-inc,Cleaning products,Wholesale/Retail,New York,New York,10-49,110,2021-03-11,https://www.bcorporation.net/en-us/find-a-b-corp/company/one-home-brands-inc/
"Dropps, PBC",dropps,Cleaning products,Wholesale/Retail,Elmhurst IL,Illinois,10-49,90.9,2022-12-15,https://www.bcorporation.net/en-us/find-a-b-corp/company/dropps/
"Earth Breeze, Inc.",earth-breeze-inc,Cleaning products,Wholesale/Retail,Sanford,North Carolina,50-249,107.1,2023-10-10,https://www.bcorporation.net/en-us/find-a-b-corp/company/earth-breeze-inc/
EcoLogic Solutions Inc.,ecologic-solutions-inc,Cleaning products,Wholesale/Retail,Brooklyn,New York,10-49,83,2011-09-08,https://www.bcorporation.net/en-us/find-a-b-corp/company/ecologic-solutions-inc/
Full Circle,full-circle-home,Cleaning products,Wholesale/Retail,New York,New York,10-49,89.5,2013-06-27,https://www.bcorporation.net/en-us/find-a-b-corp/company/full-circle-home/
Grove Collaborative Inc.,grove-collaborative,Cleaning products,Wholesale/Retail,San Francisco,California,250-999,100.9,2014-06-04,https://www.bcorporation.net/en-us/find-a-b-corp/company/grove-collaborative/
Jason Markk,jason-markk,Cleaning products,Wholesale/Retail,Norwalk,California,10-49,88.9,2023-08-02,https://www.bcorporation.net/en-us/find-a-b-corp/company/jason-markk/
Meliora Cleaning Products,meliora-cleaning-products,Cleaning products,Manufacturing,,,10-49,100.7,2015-04-30,https://www.bcorporation.net/en-us/find-a-b-corp/company/meliora-cleaning-products/
Rebel Green,rebel-green,Cleaning products,Wholesale/Retail,Mequon,Wisconsin,1-9,84.5,2019-11-05,https://www.bcorporation.net/en-us/find-a-b-corp/company/rebel-green/
Remedii Products,remedii-products,Cleaning products,Manufacturing,Philadelphia,Pennsylvania,0,84.1,2026-03-31,https://www.bcorporation.net/en-us/find-a-b-corp/company/remedii-products/
Seventh Generation,seventh-generation,Cleaning products,Wholesale/Retail,Burlington,Vermont,50-249,100.6,2007-05-17,https://www.bcorporation.net/en-us/find-a-b-corp/company/seventh-generation/
UNNI Corporation,unni-corporation,Cleaning products,Wholesale/Retail,San Francisco,California,0,100.7,2026-01-27,https://www.bcorporation.net/en-us/find-a-b-corp/company/unni-corporation/
Actus Nutrition,actus-nutrition,Food products,Manufacturing,Eden Prairie,Minnesota,1000+,81.2,2026-05-17,https://www.bcorporation.net/en-us/find-a-b-corp/company/actus-nutrition/
Aloha,aloha,Food products,Wholesale/Retail,Darien,Connecticut,10-49,106.2,2020-11-30,https://www.bcorporation.net/en-us/find-a-b-corp/company/aloha/
Alter Eco LLC,alter-eco,Food products,Wholesale/Retail,Houston,Texas,1-9,157.1,2009-01-10,https://www.bcorporation.net/en-us/find-a-b-corp/company/alter-eco/
Amavida Coffee and Trading Company,amavida-coffee-and-trading,Food products,Manufacturing,Santa Rosa Beach,Florida,10-49,111.2,2014-04-30,https://www.bcorporation.net/en-us/find-a-b-corp/company/amavida-coffee-and-trading/
"American Halal Company, PBC D/B/A Saffron Road Foods",american-halal-company-pbc-dba-saffron-road-foods,Food products,Wholesale/Retail,Stamford,Connecticut,10-49,92.5,2022-12-20,https://www.bcorporation.net/en-us/find-a-b-corp/company/american-halal-company-pbc-dba-saffron-road-foods/
Amy's Kitchen,amys-kitchen,Food products,Manufacturing,Petaluma,California,1000+,107.5,2020-09-20,https://www.bcorporation.net/en-us/find-a-b-corp/company/amys-kitchen/
Barnana,barnana,Food products,Wholesale/Retail,Los Angeles,California,10-49,92.6,2016-03-08,https://www.bcorporation.net/en-us/find-a-b-corp/company/barnana/
Barvecue,barvecue,Food products,Manufacturing,Cornelius,North Carolina,1-9,101.9,2023-04-18,https://www.bcorporation.net/en-us/find-a-b-corp/company/barvecue/
"Bear Lake Coffee Company, LLC",bear-lake-coffee-company-llc,Food products,Wholesale/Retail,Barronett,Wisconsin,0,108.9,2024-02-26,https://www.bcorporation.net/en-us/find-a-b-corp/company/bear-lake-coffee-company-llc/
Bee Squared Apiaries,bee-squared-apiaries,Food products,Manufacturing,Berthoud,Colorado,1-9,91.6,2022-12-05,https://www.bcorporation.net/en-us/find-a-b-corp/company/bee-squared-apiaries/
"Beehive Cheese Company, BLLC",beehive-cheese-company-llc,Food products,Manufacturing,Uintah,Utah,10-49,83.6,2023-03-13,https://www.bcorporation.net/en-us/find-a-b-corp/company/beehive-cheese-company-llc/
"Ben & Jerry's Homemade, Inc.",ben-and-jerrys,Food products,Manufacturing,South Burlington,Vermont,250-999,96,2012-09-16,https://www.bcorporation.net/en-us/find-a-b-corp/company/ben-and-jerrys/
Bi-Rite Market,bi-rite-market,Food products,Manufacturing,San Francisco,California,250-999,90.4,2015-08-16,https://www.bcorporation.net/en-us/find-a-b-corp/company/bi-rite-market/
Big Spoon Roasters,big-spoon-roasters,Food products,Manufacturing,Hillsborough,North Carolina,10-49,87.5,2025-11-16,https://www.bcorporation.net/en-us/find-a-b-corp/company/big-spoon-roasters/
Bluebird Botanicals,bluebird-botanicals,Food products,Manufacturing,Louisville,Colorado,1-9,82.6,2019-12-04,https://www.bcorporation.net/en-us/find-a-b-corp/company/bluebird-botanicals/
Bona Furtuna,bona-furtuna-north-america-l-l-c,Food products,Wholesale/Retail,Jackson,Wyoming,1-9,94.2,2021-11-26,https://www.bcorporation.net/en-us/find-a-b-corp/company/bona-furtuna-north-america-l-l-c/
Bonduelle Americas US,ready-pac-foods-inc,Food products,Manufacturing,Irwindale,California,1000+,84.7,2022-11-21,https://www.bcorporation.net/en-us/find-a-b-corp/company/ready-pac-foods-inc/
"Bragg Live Food Products, LLC.",bragg-live-food-products-llc,Food products,Wholesale/Retail,Santa Barbara,California,50-249,87.4,2024-04-15,https://www.bcorporation.net/en-us/find-a-b-corp/company/bragg-live-food-products-llc/
Bridgetown Natural Foods,bridgetown-natural-foods,Food products,Manufacturing,Portland,Oregon,250-999,121.5,2014-01-26,https://www.bcorporation.net/en-us/find-a-b-corp/company/bridgetown-natural-foods/
ButcherBox,butcher-box,Food products,Wholesale/Retail,Watertown,Massachusetts,50-249,98.7,2020-11-11,https://www.bcorporation.net/en-us/find-a-b-corp/company/butcher-box/
CHOMPS,chomps,Food products,Wholesale/Retail,Naples,Florida,50-249,87.4,2025-04-03,https://www.bcorporation.net/en-us/find-a-b-corp/company/chomps/
Cabot Creamery Cooperative,cabot-creamery-co-operative,Food products,Manufacturing,,,250-999,85.6,2012-08-20,https://www.bcorporation.net/en-us/find-a-b-corp/company/cabot-creamery-co-operative/
Cafe Campesino and Sweetwater Organic Coffee,cafe-campesino-and-sweetwater-organic-coffee,Food products,Manufacturing,Americus,Georgia,10-49,99.7,2017-01-23,https://www.bcorporation.net/en-us/find-a-b-corp/company/cafe-campesino-and-sweetwater-organic-coffee/
Chabaso Bakery,chabaso-bakery,Food products,Manufacturing,New Haven,Connecticut,50-249,83.2,2022-10-11,https://www.bcorporation.net/en-us/find-a-b-corp/company/chabaso-bakery/
Champlain Chocolate Company,lake-champlain-chocolates,Food products,Manufacturing,Williston,Vermont,50-249,101.9,2018-05-10,https://www.bcorporation.net/en-us/find-a-b-corp/company/lake-champlain-chocolates/
Chocolat-e Inc,chocolat-e-inc,Food products,Wholesale/Retail,Sandy,Oregon,0,80.1,2025-01-01,https://www.bcorporation.net/en-us/find-a-b-corp/company/chocolat-e-inc/
Chosen Foods,chosen-foods,Food products,Wholesale/Retail,San DIego,California,50-249,80.5,2024-04-14,https://www.bcorporation.net/en-us/find-a-b-corp/company/chosen-foods/
Clover Sonoma,clover-sonoma,Food products,Manufacturing,Petaluma,California,50-249,92.7,2016-12-26,https://www.bcorporation.net/en-us/find-a-b-corp/company/clover-sonoma/
"Co North, Inc.",natural-force-benefit-co,Food products,Wholesale/Retail,Jacksonville,Florida,1-9,87.8,2018-05-22,https://www.bcorporation.net/en-us/find-a-b-corp/company/natural-force-benefit-co/
Coop's,greylock-enterprises-inc,Food products,Manufacturing,Newton,Massachusetts,0,96,2023-10-24,https://www.bcorporation.net/en-us/find-a-b-corp/company/greylock-enterprises-inc/
"Cooperative Coffees, Inc",cooperative-coffees-inc,Food products,Wholesale/Retail,Americus,Georgia,1-9,91.6,2018-09-19,https://www.bcorporation.net/en-us/find-a-b-corp/company/cooperative-coffees-inc/
"Counter Culture Coffee, Inc.",counter-culture-coffee-inc,Food products,Manufacturing,Durham,North Carolina,50-249,91.9,2020-09-23,https://www.bcorporation.net/en-us/find-a-b-corp/company/counter-culture-coffee-inc/
Cure Hydration,cure-hydration,Food products,Wholesale/Retail,New York,New York,1-9,87.6,2025-01-08,https://www.bcorporation.net/en-us/find-a-b-corp/company/cure-hydration/
Curio Spice Co.,curio-spice-co,Food products,Manufacturing,Cambridge,Massachusetts,10-49,85.2,2019-10-13,https://www.bcorporation.net/en-us/find-a-b-corp/company/curio-spice-co/
Danone USA PBC,danone-north-america,Food products,Manufacturing,White Plains,New York,1000+,103.3,2018-04-01,https://www.bcorporation.net/en-us/find-a-b-corp/company/danone-north-america/
"Davis Veterinary Medical Consulting, Inc.",balance-it,Food products,Manufacturing,Davis,California,10-49,81.7,2025-03-02,https://www.bcorporation.net/en-us/find-a-b-corp/company/balance-it/
Devoción USA,devocion-usa,Food products,Manufacturing,,,50-249,100.5,2022-09-18,https://www.bcorporation.net/en-us/find-a-b-corp/company/devocion-usa/
"Earth Animal Ventures, Inc",earth-animal,Food products,Wholesale/Retail,Southport,Connecticut,50-249,86.3,2022-10-10,https://www.bcorporation.net/en-us/find-a-b-corp/company/earth-animal/
East West Tea Co. LLC,yogi-tea-us,Food products,Manufacturing,Eugene,Oregon,50-249,129.3,2014-06-22,https://www.bcorporation.net/en-us/find-a-b-corp/company/yogi-tea-us/
"Equator Coffees, LLC",equator-coffees-teas-inc,Food products,Manufacturing,San Rafael,California,50-249,90.4,2011-12-22,https://www.bcorporation.net/en-us/find-a-b-corp/company/equator-coffees-teas-inc/
Erewhon,erewhon,Food products,Wholesale/Retail,Los Angeles,California,1000+,83.6,2021-06-23,https://www.bcorporation.net/en-us/find-a-b-corp/company/erewhon/
"Evermore Pet Food, Inc.",evermore-pet-food-inc,Food products,Wholesale/Retail,OLIVEBRIDGE,New York,1-9,85.8,2025-09-29,https://www.bcorporation.net/en-us/find-a-b-corp/company/evermore-pet-food-inc/
Firsthand Foods,firsthand-foods,Food products,Wholesale/Retail,Durham,North Carolina,1-9,101.9,2022-06-11,https://www.bcorporation.net/en-us/find-a-b-corp/company/firsthand-foods/
Fly By Jing,fly-by-jing,Food products,Wholesale/Retail,Los Angeles,California,10-49,80.1,2023-01-08,https://www.bcorporation.net/en-us/find-a-b-corp/company/fly-by-jing/
Frisky Cow Farm Products,frisky-cow-farm-products,Food products,Manufacturing,Keene,New Hampshire,0,114.8,2022-03-16,https://www.bcorporation.net/en-us/find-a-b-corp/company/frisky-cow-farm-products/
GOOD Worldwide Inc.,good-worldwide-inc,Food products,Wholesale/Retail,Los Angeles,California,10-49,89.8,2012-09-20,https://www.bcorporation.net/en-us/find-a-b-corp/company/good-worldwide-inc/
Garden of Life US,garden-of-life-llc,Food products,Wholesale/Retail,Palm Beach Gardens,Florida,50-249,106.2,2015-05-20,https://www.bcorporation.net/en-us/find-a-b-corp/company/garden-of-life-llc/
"Gifted Breads, LLC",gifted-breads-llc,Food products,Manufacturing,Chicago,Illinois,1-9,86.7,2026-01-14,https://www.bcorporation.net/en-us/find-a-b-corp/company/gifted-breads-llc/
GloryBee,glorybee,Food products,Manufacturing,Eugene,Oregon,50-249,92.3,2016-01-12,https://www.bcorporation.net/en-us/find-a-b-corp/company/glorybee/
Go Raw,steves-real-food,Food products,Wholesale/Retail,Cottonwood Heights,Utah,10-49,89.2,2026-06-16,https://www.bcorporation.net/en-us/find-a-b-corp/company/steves-real-food/
Good Culture,good-culture,Food products,Wholesale/Retail,Irvine,California,10-49,81.1,2020-04-27,https://www.bcorporation.net/en-us/find-a-b-corp/company/good-culture/
GoodPop,goodpop,Food products,Wholesale/Retail,Austin,Texas,10-49,98.8,2017-06-05,https://www.bcorporation.net/en-us/find-a-b-corp/company/goodpop/
"Gourmend Foods, LLC",gourmend-foods-llc,Food products,Wholesale/Retail,New York,New York,1-9,114,2022-11-15,https://www.bcorporation.net/en-us/find-a-b-corp/company/gourmend-foods-llc/
"Grace Farms Foods, LLC",grace-farms-foods-llc,Food products,Wholesale/Retail,New Canaan,Connecticut,1-9,124.9,2022-09-22,https://www.bcorporation.net/en-us/find-a-b-corp/company/grace-farms-foods-llc/
Grand Central Bakery,grand-central-bakery,Food products,Manufacturing,Portland,Oregon,250-999,90.4,2018-07-25,https://www.bcorporation.net/en-us/find-a-b-corp/company/grand-central-bakery/
"Greyston Bakery, Inc.",greyston-bakery-inc,Food products,Manufacturing,Yonkers,New York,50-249,124.3,2008-06-29,https://www.bcorporation.net/en-us/find-a-b-corp/company/greyston-bakery-inc/
Groundwork Coffee Roasters LLC,groundwork-coffee-holdings-llc,Food products,Manufacturing,North Hollywood,California,50-249,95,2022-06-06,https://www.bcorporation.net/en-us/find-a-b-corp/company/groundwork-coffee-holdings-llc/
Handsome Brook Farms,handsome-brook-farms,Food products,Manufacturing,NY,New York,50-249,99,2021-03-29,https://www.bcorporation.net/en-us/find-a-b-corp/company/handsome-brook-farms/
Happy Family Organics,happy-family-brands,Food products,Wholesale/Retail,White Plains,New York,50-249,111.8,2011-05-11,https://www.bcorporation.net/en-us/find-a-b-corp/company/happy-family-brands/
Happy Valley Meat Company,happy-valley-meat-company,Food products,Wholesale/Retail,Brooklyn,New York,1-9,96.5,2015-07-05,https://www.bcorporation.net/en-us/find-a-b-corp/company/happy-valley-meat-company/
Hawthorne Foods,farm-ferments,Food products,Manufacturing,Hudson,New York,10-49,80.1,2023-01-08,https://www.bcorporation.net/en-us/find-a-b-corp/company/farm-ferments/
Herbalist & Alchemist,herbalist-alchemist,Food products,Manufacturing,Washington,New Jersey,10-49,88.7,2010-07-08,https://www.bcorporation.net/en-us/find-a-b-corp/company/herbalist-alchemist/
"Homefree, LLC",homefree,Food products,Manufacturing,Windham,New Hampshire,10-49,90.3,2011-09-28,https://www.bcorporation.net/en-us/find-a-b-corp/company/homefree/
"Horizon Organic Dairy, LLC",horizon-organic,Food products,Manufacturing,Broomfield,Colorado,250-999,95.5,2024-07-09,https://www.bcorporation.net/en-us/find-a-b-corp/company/horizon-organic/
"IND HEMP, LLC",ind-hemp-llc,Food products,Manufacturing,,,10-49,80.2,2024-03-11,https://www.bcorporation.net/en-us/find-a-b-corp/company/ind-hemp-llc/
Ingenuity Foods,brainiac-kids,Food products,Wholesale/Retail,South San Francisco,California,10-49,87.9,2019-08-01,https://www.bcorporation.net/en-us/find-a-b-corp/company/brainiac-kids/
Jeni's Ice Creams,jenis-splendid-ice-creams,Food products,Wholesale/Retail,Columbus,Ohio,250-999,80.8,2013-12-30,https://www.bcorporation.net/en-us/find-a-b-corp/company/jenis-splendid-ice-creams/
"Kalsec, Inc.",kalsec,Food products,Manufacturing,Kalamazoo,Michigan,250-999,100.8,2020-04-22,https://www.bcorporation.net/en-us/find-a-b-corp/company/kalsec/
